Start Time		2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01
DE Onshore 2878 NRW 52.0 8.125	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
DE Onshore 2792 NS 51.5 10.0	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 2880 NS 52.0 9.375	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 2881 NS 52.0 10.0	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 2966 NS 52.5 7.5	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 2970 NS 52.5 10.0	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 2971 NS 52.5 10.625	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 3055 NS 53.0 7.5	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 3057 NS 53.0 8.75	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 3058 NS 53.0 9.375	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 3059 NS 53.0 10.0	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 3147 NS 53.5 9.375	NS	0	0	0	0	0	0	0	0	0	0	1067.545455	1093.272727	1148	1205.454545	1245.454545	1285.363636	1323.636364	1333.181818	1335.363636	1317.818182	1299.454545	1295	1298.909091	1293.272727	1289.909091	1292.545455	1288	1286.909091	1296.454545	1305.272727	1297.454545	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1298.727273	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909	1533.090909
DE Onshore 2433 RLF 49.5 8.125	RLF	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	786	792.8	844.4	881	894	905.6	905	897.6	880.6	865.6	859.2	862	858.2	856	857.6	854.6	854	860.2	866.2	861	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8
DE Onshore 2519 RLF 50.0 6.25	RLF	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	786	792.8	844.4	881	894	905.6	905	897.6	880.6	865.6	859.2	862	858.2	856	857.6	854.6	854	860.2	866.2	861	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8
DE Onshore 2520 RLF 50.0 6.875	RLF	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	786	792.8	844.4	881	894	905.6	905	897.6	880.6	865.6	859.2	862	858.2	856	857.6	854.6	854	860.2	866.2	861	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8
DE Onshore 2521 RLF 50.0 7.5	RLF	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	786	792.8	844.4	881	894	905.6	905	897.6	880.6	865.6	859.2	862	858.2	856	857.6	854.6	854	860.2	866.2	861	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8
DE Onshore 2610 RLF 50.5 7.5	RLF	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	759.8	786	792.8	844.4	881	894	905.6	905	897.6	880.6	865.6	859.2	862	858.2	856	857.6	854.6	854	860.2	866.2	861	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8	861.8
DE Onshore 2883 SA 52.0 11.25	SA	0	0	0	0	0	0	0	0	0	0	1369	1404.5	1407.5	1434.5	1461	1481.5	1498	1510.5	1526.5	1518.5	1503	1523.25	1528	1521.25	1517.25	1520.5	1515	1513.75	1525	1535.5	1526.25	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25
DE Onshore 2885 SA 52.0 12.5	SA	0	0	0	0	0	0	0	0	0	0	1369	1404.5	1407.5	1434.5	1461	1481.5	1498	1510.5	1526.5	1518.5	1503	1523.25	1528	1521.25	1517.25	1520.5	1515	1513.75	1525	1535.5	1526.25	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25
DE Onshore 2972 SA 52.5 11.25	SA	0	0	0	0	0	0	0	0	0	0	1369	1404.5	1407.5	1434.5	1461	1481.5	1498	1510.5	1526.5	1518.5	1503	1523.25	1528	1521.25	1517.25	1520.5	1515	1513.75	1525	1535.5	1526.25	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25
DE Onshore 2973 SA 52.5 11.875	SA	0	0	0	0	0	0	0	0	0	0	1369	1404.5	1407.5	1434.5	1461	1481.5	1498	1510.5	1526.5	1518.5	1503	1523.25	1528	1521.25	1517.25	1520.5	1515	1513.75	1525	1535.5	1526.25	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1527.75	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25	1803.25
DE Onshore 3148 SH 53.5 10.0	SH	0	0	0	0	0	0	0	0	0	0	1474.4	1529.4	1572	1560.6	1551.8	1554.2	1563.4	1553.2	1540.4	1513.2	1492.8	1480	1484.6	1478.2	1474.2	1477.2	1472.2	1470.8	1481.8	1491.8	1482.8	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2
DE Onshore 3149 SH 53.5 10.625	SH	0	0	0	0	0	0	0	0	0	0	1474.4	1529.4	1572	1560.6	1551.8	1554.2	1563.4	1553.2	1540.4	1513.2	1492.8	1480	1484.6	1478.2	1474.2	1477.2	1472.2	1470.8	1481.8	1491.8	1482.8	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2
DE Onshore 3236 SH 54.0 9.375	SH	0	0	0	0	0	0	0	0	0	0	1474.4	1529.4	1572	1560.6	1551.8	1554.2	1563.4	1553.2	1540.4	1513.2	1492.8	1480	1484.6	1478.2	1474.2	1477.2	1472.2	1470.8	1481.8	1491.8	1482.8	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2
DE Onshore 3238 SH 54.0 10.625	SH	0	0	0	0	0	0	0	0	0	0	1474.4	1529.4	1572	1560.6	1551.8	1554.2	1563.4	1553.2	1540.4	1513.2	1492.8	1480	1484.6	1478.2	1474.2	1477.2	1472.2	1470.8	1481.8	1491.8	1482.8	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2
DE Onshore 3325 SH 54.5 9.375	SH	0	0	0	0	0	0	0	0	0	0	1474.4	1529.4	1572	1560.6	1551.8	1554.2	1563.4	1553.2	1540.4	1513.2	1492.8	1480	1484.6	1478.2	1474.2	1477.2	1472.2	1470.8	1481.8	1491.8	1482.8	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1484.4	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2	1752.2
DE Onshore 2431 SL 49.5 6.875	SL	480	480	480	480	480	480	480	480	480	480	480	483	481	553	548	546	547	541	535	523	513	507	509	506	505	506	504	504	508	511	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508
DE Onshore 2794 ST 51.5 11.25	SX	560.6666667	560.6666667	560.6666667	560.6666667	560.6666667	560.6666667	560.6666667	560.6666667	560.6666667	560.6666667	560.6666667	604	613.3333333	627.6666667	647	652.3333333	656.6666667	654.3333333	651.6666667	642	633	631	633	630.3333333	628.6666667	629.6666667	627.6666667	627	631.6666667	636	632.3333333	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633	633
